chr1	228558295	228558339	ENST00000516014.2	0	-	228558295	228558295	0	1	44,	0,
chr1	228610267	228610386	ENST00000362482.1	0	-	228610267	228610267	0	1	119,	0,
chr1	228612508	228612627	ENST00000364718.1	0	-	228612508	228612508	0	1	119,	0,
chr1	228614749	228614868	ENST00000362467.1	0	-	228614749	228614749	0	1	119,	0,
chr1	228616990	228617109	ENST00000363511.1	0	-	228616990	228616990	0	1	119,	0,
chr1	228619231	228619350	ENST00000362526.1	0	-	228619231	228619231	0	1	119,	0,
chr1	228621446	228621565	ENST00000363754.1	0	-	228621446	228621446	0	1	119,	0,
chr1	228623666	228623785	ENST00000365651.1	0	-	228623666	228623666	0	1	119,	0,
chr1	228625908	228626027	ENST00000363473.1	0	-	228625908	228625908	0	1	119,	0,
chr1	228628147	228628266	ENST00000364451.1	0	-	228628147	228628147	0	1	119,	0,
chr1	228630389	228630508	ENST00000363040.1	0	-	228630389	228630389	0	1	119,	0,
chr1	228632630	228632749	ENST00000362464.1	0	-	228632630	228632630	0	1	119,	0,
chr1	228634870	228634989	ENST00000362400.1	0	-	228634870	228634870	0	1	119,	0,
chr1	228637095	228637214	ENST00000365656.1	0	-	228637095	228637095	0	1	119,	0,
chr1	228639336	228639455	ENST00000364485.1	0	-	228639336	228639336	0	1	119,	0,
chr1	228641567	228641686	ENST00000365055.1	0	-	228641567	228641567	0	1	119,	0,
chr1	228643808	228643927	ENST00000365387.1	0	-	228643808	228643808	0	1	119,	0,
chr1	228646039	228646158	ENST00000363500.1	0	-	228646039	228646039	0	1	119,	0,
chr1	228647911	228648032	ENST00000390935.1	0	-	228647911	228647911	0	1	121,	0,
chr1	228650240	228651379	ENST00000441325.2	0	+	228650240	228650240	0	1	1139,	0,
chr1	228652435	228652560	ENST00000384151.1	0	+	228652435	228652435	0	1	125,	0,
chr3	169083498	169146305	ENST00000264674.7	0	-	169084908	169144999	0	17	1545,184,237,145,170,78,167,27,88,1357,157,148,217,103,135,62,80,	0,5501,6501,9459,11577,17386,18561,24427,29288,31884,37557,39081,44345,47930,60199,61498,62727,
chr3	169083498	169146305	ENST00000628990.2	0	-	169084908	169131477	0	16	1545,184,237,145,170,78,167,27,88,1357,154,148,217,103,135,80,	0,5501,6501,9459,11577,17386,18561,24427,29288,31884,37557,39081,44345,47930,60199,62727,
chr3	169083506	169147734	ENST00000464456.5	0	-	169084908	169131477	0	15	1537,184,237,145,170,78,167,88,1357,154,148,217,103,135,1012,	0,5493,6493,9451,11569,17378,18553,29280,31876,37549,39073,44337,47922,60191,63216,
chr3	169084743	169146305	ENST00000472280.5	0	-	169084908	169131477	0	16	300,184,237,145,170,78,167,27,88,1357,157,148,217,103,135,80,	0,4256,5256,8214,10332,16141,17316,23182,28043,30639,36312,37836,43100,46685,58954,61482,
chr3	169084760	169663470	ENST00000494292.5	0	-	169084908	169663372	0	16	283,184,237,145,170,78,167,88,1357,154,148,217,103,135,338,135,	0,4239,5239,8197,10315,16124,17299,28026,30622,36295,37819,43083,46668,58937,296426,578575,
chr3	169084761	169146675	ENST00000468789.5	0	-	169084908	169131477	0	16	282,184,237,145,170,78,167,27,88,1357,154,148,217,103,135,199,	0,4238,5238,8196,10314,16123,17298,23164,28025,30621,36294,37818,43082,46667,58936,61715,
chr3	169084829	169133970	ENST00000460814.5	0	-	169086547	169131477	0	15	214,53,184,237,145,170,78,167,88,1357,154,148,217,103,59,	0,1683,4170,5170,8128,10246,16055,17230,27957,30553,36226,37750,43014,46599,49082,
chr3	169084873	169146288	ENST00000433243.6	0	-	169084908	169131477	0	17	170,184,237,145,170,78,167,27,88,1357,157,148,217,103,135,62,63,	0,4126,5126,8084,10202,16011,17186,23052,27913,30509,36182,37706,42970,46555,58824,60123,61352,
chr3	169112787	169128034	ENST00000492586.1	0	-	169112787	169128034	0	5	87,385,154,148,191,	0,2595,8268,9792,15056,
chr3	169120887	169122672	ENST00000461430.1	0	-	169120887	169120887	0	2	325,93,	0,1692,
chr3	169122617	169146568	ENST00000484519.5	0	-	169122617	169131477	0	5	110,217,103,135,73,	0,5226,8811,21080,23878,
chr3	169122682	169146288	ENST00000460890.5	0	-	169122682	169131477	0	5	45,217,103,135,1292,	0,5161,8746,21015,22314,
chr3	169122682	169146288	ENST00000487503.5	0	-	169122682	169131477	0	6	45,217,103,135,62,971,	0,5161,8746,21015,22314,22635,
chr3	169122682	169146288	ENST00000494597.5	0	-	169122682	169131477	0	6	45,217,103,135,62,535,	0,5161,8746,21015,22314,23071,
chr3	169127906	169146539	ENST00000475754.5	0	-	169127906	169131477	0	5	154,103,125,135,63,	0,3522,5443,15791,18570,
chr3	169128023	169269238	ENST00000481315.1	0	-	169128023	169131477	0	4	37,103,135,104,	0,3405,15674,141111,
chr3	169128044	169131880	ENST00000466623.1	0	-	169128044	169131477	0	2	16,452,	0,3384,
chr3	169149481	169663618	ENST00000485957.1	0	-	169149481	169149481	0	3	274,338,283,	0,231705,513854,
chr3	169381258	169663390	ENST00000486748.1	0	-	169381258	169663372	0	3	266,72,55,	0,184710,282077,
chr3	169447866	169477052	ENST00000480669.1	0	+	169447866	169447866	0	5	69,179,67,53,167,	0,16077,19167,22278,29019,
chr3	169483670	169484080	ENST00000418623.1	0	-	169483670	169483670	0	1	410,	0,
chr3	169613509	169623951	ENST00000469794.1	0	-	169613509	169613509	0	3	312,152,49,	0,1329,10393,
chr3	169709294	169709765	ENST00000484597.1	0	+	169709294	169709294	0	1	471,	0,
chr3	169720186	169720293	ENST00000384050.1	0	-	169720186	169720186	0	1	107,	0,
chr3	169764519	169765060	ENST00000602385.1	0	-	169764519	169764519	0	1	541,	0,
chr3	169764609	169765047	ENST00000363312.1	0	-	169764609	169764609	0	1	438,	0,
chr3	169766920	169769895	ENST00000330368.2	0	-	169767431	169769520	0	2	1430,575,	0,2400,
chr3	169769648	169772043	ENST00000602879.1	0	+	169769648	169769648	0	2	413,430,	0,1965,
chr3	169772830	169789181	ENST00000349841.9	0	+	169774295	169786678	0	8	632,297,794,160,179,84,87,2766,	0,1434,5937,7759,9634,10646,11791,13585,
chr3	169773404	169787502	ENST00000602751.5	0	+	169774295	169778893	0	8	58,297,678,160,179,84,87,1087,	0,860,5479,7185,9060,10072,11217,13011,
chr3	169773426	169787544	ENST00000356716.8	0	+	169774295	169786678	0	9	36,67,297,794,160,179,84,87,1129,	0,604,838,5341,7163,9038,10050,11195,12989,
chr3	169774264	169789716	ENST00000544106.5	0	+	169774295	169786678	0	6	297,794,160,179,84,3301,	0,4503,6325,8200,9212,12151,
chr3	169777191	169780334	ENST00000602342.1	0	-	169777191	169777191	0	1	3143,	0,
chr3	169779288	169784676	ENST00000602391.1	0	+	169779288	169783749	0	6	273,160,179,84,129,55,	0,1301,3176,4188,4441,5333,
chr3	169793427	169812664	ENST00000446859.5	0	-	169793634	169812548	0	11	411,127,156,155,96,129,84,65,122,118,255,	0,2057,2786,3317,7231,10625,13420,13998,14160,15200,18982,
chr3	169793472	169812690	ENST00000522596.6	0	-	169793472	169793472	0	9	2897,155,96,129,84,65,122,118,121,	0,3272,7186,10580,13375,13953,14115,15155,19097,
