a4945	8058	8058	8058	1	1
a4946	30000	30000	29044.5	0.96815	0.96815
a4947	30000	30000	27286.5	0.909551	0.909551
a4948	30000	30000	28721.3	0.957377	0.957377
a4949	30000	30000	26377.6	0.879252	0.879252
a4950	30000	30000	28375.5	0.945849	0.945849
a4951	5038	5038	4035.14	0.80094	0.80094
a4952	60555	60555	59623.6	0.98462	0.98462
a4953	21959	21959	20403.2	0.92915	0.92915
a4954	9258	9258	6946.31	0.750303	0.750303
a4955	24208	24208	23368.3	0.965314	0.965314
a4956	30000	30000	29568.6	0.985619	0.985619
a4957	28475	28475	25452.6	0.893857	0.893857
a4958	1248	1248	1245.46	0.997961	0.997961
a4959	30000	30000	29054.9	0.968498	0.968498
a4960	30000	30000	29809.5	0.99365	0.99365
a4961	1713	1713	1713	1	1
a4962	904	904	897.328	0.992619	0.992619
a4963	30000	30000	29831.6	0.994387	0.994387
a4964	864	864	864	1	1
a4965	19943	19943	19913.2	0.998504	0.998504
a4966	30000	30000	29498	0.983268	0.983268
a4967	30000	30000	29846.1	0.994869	0.994869
a4968	30038	30038	29589.8	0.985078	0.985078
a4969	6260	6260	6106.01	0.9754	0.9754
a4970	578	578	536.333	0.927912	0.927912
a4971	7881	7881	7316.33	0.928351	0.928351
a4972	88770	88770	80078.9	0.902094	0.902094
a4973	30000	30000	29093.1	0.969772	0.969772
a4974	5237	5237	5237	1	1
a4975	10200	10200	9015.45	0.883868	0.883868
a4976	649	649	649	1	1
a4977	669247	669247	625292	0.934321	0.934321
a4978	4911	4911	4754.71	0.968175	0.968175
a4979	112967	112967	108127	0.957154	0.957154
a4980	30000	30000	25680.1	0.856002	0.856002
a4981	542553	542553	524817	0.96731	0.96731
a4982	30000	30000	29574.1	0.985802	0.985802
a4983	30000	30000	28196.9	0.939895	0.939895
a4984	30000	30000	29492.9	0.983097	0.983097
a4985	30000	30000	29322.5	0.977418	0.977418
a4986	30000	30000	29648.5	0.988285	0.988285
a4987	30000	30000	29807.9	0.993596	0.993596
a4988	30000	30000	29898.2	0.996606	0.996606
a4989	30000	30000	29888.2	0.996272	0.996272
a4990	30000	30000	29420.6	0.980687	0.980687
a4991	30000	30000	29577.8	0.985928	0.985928
a4992	14643	14643	14245.9	0.972878	0.972878
a4993	30000	30000	29488.9	0.982962	0.982962
a4994	30000	30000	29812	0.993734	0.993734
a4995	1051	1051	1051	1	1
a4996	30000	30000	28571.6	0.952388	0.952388
a4997	30000	30000	29414.8	0.980495	0.980495
a4998	30000	30000	26295.6	0.876521	0.876521
a4999	4129	4129	4122.5	0.998426	0.998426
a5000	30000	30000	29895.7	0.996522	0.996522
a5001	675	675	675	1	1
a5002	230980	230980	221491	0.958918	0.958918
a5003	14201	14201	13669.4	0.962564	0.962564
a5004	1043	1043	1043	1	1
a5005	30000	30000	29542	0.984733	0.984733
a5006	188959	188959	176036	0.931607	0.931607
a5007	105421	105421	103239	0.9793	0.9793
a5008	26243	26243	25574.6	0.974529	0.974529
a5009	29934	29934	29312.2	0.979229	0.979229
a5010	5717	5717	5483.72	0.959196	0.959196
a5011	49814	49814	47578.4	0.955122	0.955122
a5012	189218	189218	178011	0.940772	0.940772
a5013	30000	30000	29617.8	0.987261	0.987261
a5014	30000	30000	29280.1	0.976003	0.976003
a5015	30000	30000	28780.3	0.959344	0.959344
a5016	16417	16417	16253.2	0.99002	0.99002
a5017	30000	30000	29545.8	0.98486	0.98486
a5018	30000	30000	29752.8	0.991758	0.991758
a5019	30000	30000	29217.3	0.97391	0.97391
a5020	30000	30000	27315.5	0.910517	0.910517
a5021	30000	30000	28402.8	0.94676	0.94676
a5022	4089	4089	4087.5	0.999633	0.999633
a5023	30000	30000	23764.8	0.792161	0.792161
a5024	30000	30000	29795.2	0.993174	0.993174
a5025	30000	30000	29878	0.995934	0.995934
a5026	30000	30000	29034.3	0.967809	0.967809
a5027	30000	30000	28904	0.963468	0.963468
a5028	30000	30000	28925.2	0.964174	0.964174
a5029	30000	30000	29884.1	0.996137	0.996137
a5030	30000	30000	29911	0.997035	0.997035
a5031	30000	30000	29757.9	0.991931	0.991931
a5032	30000	30000	29789.9	0.992998	0.992998
a5033	30000	30000	29478.8	0.982628	0.982628
a5034	30000	30000	29544.7	0.984824	0.984824
a5035	854	854	761.103	0.891222	0.891222
a5036	30000	30000	29914.7	0.997158	0.997158
a5037	30000	30000	29029.2	0.967641	0.967641
a5038	30000	30000	29906.1	0.996871	0.996871
a5039	27995	27995	22224.4	0.793869	0.793869
a5040	30000	30000	29796.1	0.993204	0.993204
a5041	30000	30000	29656.6	0.988555	0.988555
a5042	30000	30000	23795.7	0.793189	0.793189
a5043	30000	30000	29600.1	0.98667	0.98667
a5044	30000	30000	27624.2	0.920806	0.920806
a5045	85	85	85	1	1
a5046	30000	30000	29999.2	0.999975	0.999975
a5047	30000	30000	29963.6	0.998786	0.998786
a5048	30000	30000	29903.9	0.996797	0.996797
a5049	108	108	108	1	1
a5050	30000	30000	29922.8	0.997426	0.997426
a5051	30000	30000	26379.3	0.87931	0.87931
a5052	30000	30000	28815	0.960499	0.960499
a5053	30000	30000	28953.4	0.965115	0.965115
a5054	30000	30000	29473.2	0.98244	0.98244
a5055	30000	30000	29729.1	0.99097	0.99097
a5056	30000	30000	28942.6	0.964752	0.964752
a5057	30000	30000	29663.5	0.988784	0.988784
a5058	30000	30000	27076.9	0.902565	0.902565
a5059	30000	30000	29970.7	0.999024	0.999024
a5060	30000	30000	28710.4	0.957014	0.957014
a5061	30000	30000	29188.6	0.972953	0.972953
a5062	396	396	396	1	1
a5063	30000	30000	29818.1	0.993936	0.993936
a5064	30000	30000	29567.2	0.985572	0.985572
a5065	30000	30000	29639.1	0.987969	0.987969
a5066	30000	30000	29251.1	0.975038	0.975038
a5067	30000	30000	29713.9	0.990464	0.990464
a5068	30000	30000	29834.5	0.994482	0.994482
a5069	30000	30000	29737.2	0.99124	0.99124
a5070	6253	6253	6163.48	0.985684	0.985684
a5071	30000	30000	29734.1	0.991138	0.991138
a5072	88985	88985	65904	0.740619	0.740619
a5073	15430	15430	15317.4	0.992704	0.992704
a5074	3895	3895	3895	1	1
a5075	30000	30000	29150.7	0.971689	0.971689
a5076	30000	30000	29721.5	0.990717	0.990717
a5077	1957	1957	1957	1	1
a5078	30000	30000	29572.8	0.985758	0.985758
a5079	30000	30000	28556.6	0.951886	0.951886
a5080	30000	30000	27177.4	0.905912	0.905912
a5081	30000	30000	29880.4	0.996014	0.996014
a5082	68590	68590	68152.8	0.993626	0.993626
a5083	30000	30000	29826.2	0.994208	0.994208
a5084	30000	30000	29956.8	0.998559	0.998559
a5085	30000	30000	29870.7	0.995689	0.995689
a5086	30000	30000	29787.9	0.992929	0.992929
a5087	30000	30000	29254	0.975132	0.975132
a5088	30000	30000	29286.5	0.976217	0.976217
a5089	30000	30000	29077.3	0.969243	0.969243
a5090	30000	30000	29101.3	0.970044	0.970044
a5091	83436	83436	79707.6	0.955315	0.955315
a5092	9414	9414	9303.47	0.988259	0.988259
a5093	30000	30000	29620.9	0.987364	0.987364
a5094	30000	30000	29738.9	0.991296	0.991296
a5095	30000	30000	29814.8	0.993825	0.993825
a5096	30000	30000	29809.7	0.993656	0.993656
a5097	7931	7931	7921.5	0.998802	0.998802
a5098	30000	30000	29981.5	0.999382	0.999382
a5099	30000	30000	29686.8	0.989559	0.989559
a5100	30000	30000	29823.4	0.994115	0.994115
a5101	35148	35148	35141	0.999801	0.999801
a5102	30000	30000	29863.7	0.995455	0.995455
a5103	30000	30000	29792.7	0.993089	0.993089
a5104	42136	42136	41953.1	0.995658	0.995658
a5105	30000	30000	29939.3	0.997977	0.997977
a5106	11952	11952	11881.4	0.994091	0.994091
a5107	57671	57671	57169.7	0.991308	0.991308
a5108	579	579	579	1	1
a5109	165626	165626	163481	0.987051	0.987051
a5110	30000	30000	29989.5	0.99965	0.99965
a5111	30000	30000	28633.9	0.954463	0.954463
a5112	319	319	302.864	0.949416	0.949416
a5113	30000	30000	29641.4	0.988048	0.988048
a5114	30000	30000	27763	0.925434	0.925434
a5115	30000	30000	29790.3	0.993011	0.993011
a5116	635	635	635	1	1
a5117	30000	30000	29742.4	0.991412	0.991412
a5118	30000	30000	29362.1	0.978736	0.978736
a5119	316	316	316	1	1
a5120	30000	30000	29285.1	0.976169	0.976169
a5121	30000	30000	29849.5	0.994983	0.994983
a5122	30000	30000	29818.3	0.993944	0.993944
a5123	28995	28995	28922	0.997483	0.997483
a5124	30000	30000	29548.1	0.984935	0.984935
a5125	30000	30000	29356.8	0.978561	0.978561
a5126	30000	30000	29817.9	0.993931	0.993931
a5127	30000	30000	29481.1	0.982703	0.982703
a5128	132	132	132	1	1
a5129	30000	30000	29465.2	0.982175	0.982175
a5130	30000	30000	29962.4	0.998746	0.998746
a5131	30000	30000	29670.4	0.989015	0.989015
a5132	644	644	644	1	1
a5133	30000	30000	29833.6	0.994453	0.994453
a5134	4906	4906	4861.55	0.990941	0.990941
a5135	140	140	133.5	0.953571	0.953571
a5136	659	659	652	0.989378	0.989378
a5137	30000	30000	29862.3	0.995411	0.995411
a5138	30000	30000	29699.7	0.989989	0.989989
a5139	30000	30000	29984.9	0.999497	0.999497
a5140	30000	30000	29522.7	0.984089	0.984089
a5141	12887	12887	12857.9	0.997739	0.997739
a5142	461198	461198	449949	0.975609	0.975609
a5143	30000	30000	29521.7	0.984058	0.984058
a5144	30000	30000	29627.1	0.987569	0.987569
a5145	30000	30000	29679.5	0.989318	0.989318
